transaction_id,year,origin_gta_property_id,destination_type,destination_id,purpose,heads
TX00000724,2014,GTA_MT_0026,property,GTA_MT_0030,breeding,64
TX00000725,2014,GTA_MT_0027,property,GTA_MT_0031,other,60
TX00000726,2014,GTA_MT_0028,slaughterhouse,SH_MT_03,slaughter,180
TX00000727,2014,GTA_MT_0028,property,GTA_MT_0036,fattening,84
TX00000728,2014,GTA_MT_0029,slaughterhouse,SH_MT_01,slaughter,106
TX00000729,2014,GTA_MT_0029,slaughterhouse,SH_MT_02,slaughter,47
TX00000730,2014,GTA_MT_0029,property,GTA_MT_0033,breeding,25
TX00000731,2014,GTA_MT_0030,slaughterhouse,SH_MT_02,slaughter,181
TX00000732,2014,GTA_MT_0030,property,GTA_MT_0034,other,18
TX00000733,2014,GTA_MT_0031,slaughterhouse,SH_MT_03,slaughter,234
TX00000734,2014,GTA_MT_0031,slaughterhouse,SH_MT_04,slaughter,42
TX00000735,2014,GTA_MT_0031,property,GTA_MT_0035,fattening,56
TX00000736,2014,GTA_MT_0032,property,GTA_MT_0036,breeding,97
TX00000737,2014,GTA_MT_0033,slaughterhouse,SH_MT_01,slaughter,188
TX00000738,2014,GTA_MT_0033,slaughterhouse,SH_MT_02,slaughter,37
TX00000739,2014,GTA_MT_0033,property,GTA_MT_0041,other,109
TX00000740,2014,GTA_MT_0034,slaughterhouse,SH_MT_02,slaughter,125
TX00000741,2014,GTA_MT_0034,property,GTA_MT_0038,fattening,92
TX00000742,2014,GTA_MT_0034,property,GTA_MT_0038,other,5
TX00000743,2014,GTA_MT_0035,slaughterhouse,SH_MT_03,slaughter,119
TX00000744,2014,GTA_MT_0035,slaughterhouse,SH_MT_04,slaughter,55
TX00000745,2014,GTA_MT_0035,property,GTA_MT_0039,breeding,31
TX00000746,2014,GTA_MT_0036,slaughterhouse,SH_MT_04,slaughter,171
TX00000747,2014,GTA_MT_0036,property,GTA_MT_0040,other,79
TX00000748,2014,GTA_MT_0037,property,GTA_MT_0041,fattening,21
TX00000749,2014,GTA_MT_0038,slaughterhouse,SH_MT_01,slaughter,205
TX00000750,2014,GTA_MT_0038,property,GTA_MT_0046,breeding,64
TX00000751,2014,GTA_MT_0039,slaughterhouse,SH_MT_03,slaughter,208
TX00000752,2014,GTA_MT_0039,slaughterhouse,SH_MT_04,slaughter,25
TX00000753,2014,GTA_MT_0039,property,GTA_MT_0043,other,60
TX00000754,2014,GTA_MT_0040,slaughterhouse,SH_MT_04,slaughter,200
TX00000755,2014,GTA_MT_0040,property,GTA_MT_0044,fattening,109
TX00000756,2014,GTA_MT_0041,slaughterhouse,SH_MT_01,slaughter,143
TX00000757,2014,GTA_MT_0041,slaughterhouse,SH_MT_02,slaughter,37
TX00000758,2014,GTA_MT_0041,property,GTA_MT_0045,breeding,35
TX00000759,2014,GTA_MT_0042,property,GTA_MT_0046,other,124
TX00000760,2014,GTA_MT_0043,slaughterhouse,SH_MT_03,slaughter,190
TX00000761,2014,GTA_MT_0043,slaughterhouse,SH_MT_04,slaughter,18
TX00000762,2014,GTA_MT_0043,property,GTA_MT_0051,fattening,95
TX00000763,2014,GTA_MT_0044,slaughterhouse,SH_MT_03,slaughter,226
TX00000764,2014,GTA_MT_0044,property,GTA_MT_0048,breeding,122
TX00000765,2014,GTA_MT_0045,slaughterhouse,SH_MT_01,slaughter,152
TX00000766,2014,GTA_MT_0045,slaughterhouse,SH_MT_02,slaughter,44
TX00000767,2014,GTA_MT_0045,property,GTA_MT_0049,other,26
TX00000768,2014,GTA_MT_0045,property,GTA_MT_0049,other,4
TX00000769,2014,GTA_MT_0046,slaughterhouse,SH_MT_02,slaughter,182
TX00000770,2014,GTA_MT_0046,property,GTA_MT_0050,fattening,81
TX00000771,2014,GTA_MT_0047,property,GTA_MT_0051,breeding,105
TX00000772,2014,GTA_MT_0048,slaughterhouse,SH_MT_03,slaughter,193
TX00000773,2014,GTA_MT_0048,property,GTA_MT_0056,other,104
TX00000774,2014,GTA_MT_0049,slaughterhouse,SH_MT_02,slaughter,154
TX00000775,2014,GTA_MT_0049,slaughterhouse,SH_MT_01,slaughter,31
TX00000776,2014,GTA_MT_0049,property,GTA_MT_0053,fattening,60
TX00000777,2014,GTA_MT_0050,slaughterhouse,SH_MT_02,slaughter,179
TX00000778,2014,GTA_MT_0050,property,GTA_MT_0054,breeding,18
TX00000779,2014,GTA_MT_0051,slaughterhouse,SH_MT_03,slaughter,215
TX00000780,2014,GTA_MT_0051,slaughterhouse,SH_MT_04,slaughter,30
TX00000781,2014,GTA_MT_0051,property,GTA_MT_0055,other,74
TX00000782,2014,GTA_MT_0052,property,GTA_MT_0056,fattening,54
TX00000783,2014,GTA_MT_0053,slaughterhouse,SH_MT_01,slaughter,176
TX00000784,2014,GTA_MT_0053,slaughterhouse,SH_MT_02,slaughter,28
TX00000785,2014,GTA_MT_0053,property,GTA_MT_0061,breeding,58
TX00000786,2014,GTA_MT_0054,slaughterhouse,SH_MT_02,slaughter,230
TX00000787,2014,GTA_MT_0054,property,GTA_MT_0058,other,69
TX00000788,2014,GTA_MT_0055,slaughterhouse,SH_MT_03,slaughter,181
TX00000789,2014,GTA_MT_0055,slaughterhouse,SH_MT_04,slaughter,20
TX00000790,2014,GTA_MT_0055,property,GTA_MT_0059,fattening,34
TX00000791,2014,GTA_MT_0056,slaughterhouse,SH_MT_03,slaughter,226
TX00000792,2014,GTA_MT_0056,property,GTA_MT_0060,breeding,89
TX00000793,2014,GTA_MT_0056,property,GTA_MT_0060,other,13
TX00000794,2014,GTA_MT_0057,property,GTA_MT_0061,other,59
TX00000795,2014,GTA_MT_0058,slaughterhouse,SH_MT_02,slaughter,181
TX00000796,2014,GTA_MT_0058,property,GTA_MT_0066,fattening,73
TX00000797,2014,GTA_MT_0059,slaughterhouse,SH_MT_03,slaughter,218
TX00000798,2014,GTA_MT_0059,slaughterhouse,SH_MT_04,slaughter,33
TX00000799,2014,GTA_MT_0059,property,GTA_MT_0063,breeding,27
TX00000800,2014,GTA_MT_0060,slaughterhouse,SH_MT_04,slaughter,257
TX00000801,2014,GTA_MT_0060,property,GTA_MT_0064,other,117
TX00000802,2014,GTA_MT_0061,slaughterhouse,SH_MT_01,slaughter,213
TX00000803,2014,GTA_MT_0061,slaughterhouse,SH_MT_02,slaughter,47
TX00000804,2014,GTA_MT_0061,property,GTA_MT_0065,fattening,61
TX00000805,2014,GTA_MT_0062,property,GTA_MT_0066,breeding,72
TX00000806,2014,GTA_MT_0063,slaughterhouse,SH_MT_03,slaughter,205
TX00000807,2014,GTA_MT_0063,slaughterhouse,SH_MT_04,slaughter,25
TX00000808,2014,GTA_MT_0063,property,GTA_MT_0071,other,84
TX00000809,2014,GTA_MT_0064,slaughterhouse,SH_MT_04,slaughter,187
TX00000810,2014,GTA_MT_0064,property,GTA_MT_0068,fattening,121
TX00000811,2014,GTA_MT_0065,slaughterhouse,SH_MT_01,slaughter,233
TX00000812,2014,GTA_MT_0065,slaughterhouse,SH_MT_02,slaughter,27
TX00000813,2014,GTA_MT_0065,property,GTA_MT_0069,breeding,75
TX00000814,2014,GTA_MT_0066,slaughterhouse,SH_MT_01,slaughter,230
TX00000815,2014,GTA_MT_0066,property,GTA_MT_0070,other,100
TX00000816,2014,GTA_MT_0067,property,GTA_MT_0071,fattening,62
TX00000817,2014,GTA_MT_0067,property,GTA_MT_0071,other,9
TX00000818,2014,GTA_MT_0068,slaughterhouse,SH_MT_04,slaughter,180
TX00000819,2014,GTA_MT_0068,property,GTA_MT_0004,breeding,24
TX00000820,2014,GTA_MT_0069,slaughterhouse,SH_MT_01,slaughter,204
TX00000821,2014,GTA_MT_0069,slaughterhouse,SH_MT_02,slaughter,34
TX00000822,2014,GTA_MT_0069,property,GTA_MT_0001,other,124
TX00000823,2014,GTA_MT_0070,slaughterhouse,SH_MT_01,slaughter,228
TX00000824,2014,GTA_MT_0070,property,GTA_MT_0006,fattening,75
TX00000825,2014,GTA_MT_0071,slaughterhouse,SH_MT_03,slaughter,194
TX00000826,2014,GTA_MT_0071,slaughterhouse,SH_MT_04,slaughter,19
TX00000827,2014,GTA_MT_0071,property,GTA_MT_0003,breeding,114
TX00000828,2014,GTA_MT_0072,property,GTA_MT_0004,other,57
TX00000829,2014,GTA_PA_0001,slaughterhouse,SH_PA_01,slaughter,148
TX00000830,2014,GTA_PA_0001,slaughterhouse,SH_PA_02,slaughter,38
TX00000831,2014,GTA_PA_0001,property,GTA_PA_0005,fattening,56
TX00000832,2014,GTA_PA_0001,property,GTA_PA_0005,other,14
TX00000833,2014,GTA_PA_0002,property,GTA_PA_0006,breeding,73
TX00000834,2014,GTA_PA_0003,slaughterhouse,SH_PA_03,slaughter,152
TX00000835,2014,GTA_PA_0003,slaughterhouse,SH_PA_04,slaughter,16
TX00000836,2014,GTA_PA_0003,property,GTA_PA_0011,other,109
TX00000837,2014,GTA_PA_0004,slaughterhouse,SH_PA_04,slaughter,203
TX00000838,2014,GTA_PA_0004,property,GTA_PA_0008,fattening,29
TX00000839,2014,GTA_PA_0005,slaughterhouse,SH_PA_01,slaughter,122
TX00000840,2014,GTA_PA_0005,slaughterhouse,SH_PA_02,slaughter,23
TX00000841,2014,GTA_PA_0005,property,GTA_PA_0009,breeding,27
TX00000842,2014,GTA_PA_0006,slaughterhouse,SH_PA_02,slaughter,150
TX00000843,2014,GTA_PA_0006,property,GTA_PA_0010,other,86
TX00000844,2014,GTA_PA_0007,property,GTA_PA_0011,fattening,50
TX00000845,2014,GTA_PA_0008,slaughterhouse,SH_PA_04,slaughter,228
TX00000846,2014,GTA_PA_0008,property,GTA_PA_0016,breeding,67
TX00000847,2014,GTA_PA_0009,slaughterhouse,SH_PA_01,slaughter,153
TX00000848,2014,GTA_PA_0009,slaughterhouse,SH_PA_02,slaughter,23
TX00000849,2014,GTA_PA_0009,property,GTA_PA_0013,other,78
TX00000850,2014,GTA_PA_0010,slaughterhouse,SH_PA_02,slaughter,205
TX00000851,2014,GTA_PA_0010,property,GTA_PA_0014,fattening,87
TX00000852,2014,GTA_PA_0011,slaughterhouse,SH_PA_03,slaughter,139
TX00000853,2014,GTA_PA_0011,slaughterhouse,SH_PA_04,slaughter,33
TX00000854,2014,GTA_PA_0011,property,GTA_PA_0015,breeding,77
TX00000855,2014,GTA_PA_0012,property,GTA_PA_0016,other,99
TX00000856,2014,GTA_PA_0012,property,GTA_PA_0016,other,13
TX00000857,2014,GTA_PA_0013,slaughterhouse,SH_PA_01,slaughter,210
TX00000858,2014,GTA_PA_0013,slaughterhouse,SH_PA_02,slaughter,45
TX00000859,2014,GTA_PA_0013,property,GTA_PA_0021,fattening,48
TX00000860,2014,GTA_PA_0014,slaughterhouse,SH_PA_02,slaughter,231
TX00000861,2014,GTA_PA_0014,property,GTA_PA_0018,breeding,23
TX00000862,2014,GTA_PA_0015,slaughterhouse,SH_PA_03,slaughter,187
TX00000863,2014,GTA_PA_0015,slaughterhouse,SH_PA_04,slaughter,22
TX00000864,2014,GTA_PA_0015,property,GTA_PA_0019,other,82
TX00000865,2014,GTA_PA_0016,slaughterhouse,SH_PA_04,slaughter,160
TX00000866,2014,GTA_PA_0016,property,GTA_PA_0020,fattening,107
TX00000867,2014,GTA_PA_0017,property,GTA_PA_0021,breeding,81
TX00000868,2014,GTA_PA_0018,slaughterhouse,SH_PA_02,slaughter,196
TX00000869,2014,GTA_PA_0018,property,GTA_PA_0026,other,96
TX00000870,2014,GTA_PA_0019,slaughterhouse,SH_PA_03,slaughter,267
TX00000871,2014,GTA_PA_0019,slaughterhouse,SH_PA_04,slaughter,42
TX00000872,2014,GTA_PA_0019,property,GTA_PA_0023,fattening,49
TX00000873,2014,GTA_PA_0020,slaughterhouse,SH_PA_04,slaughter,226
TX00000874,2014,GTA_PA_0020,property,GTA_PA_0024,breeding,108
TX00000875,2014,GTA_PA_0021,slaughterhouse,SH_PA_02,slaughter,191
TX00000876,2014,GTA_PA_0021,slaughterhouse,SH_PA_01,slaughter,23
TX00000877,2014,GTA_PA_0021,property,GTA_PA_0025,other,22
TX00000878,2014,GTA_PA_0022,property,GTA_PA_0026,fattening,106
TX00000879,2014,GTA_PA_0023,slaughterhouse,SH_PA_03,slaughter,201
TX00000880,2014,GTA_PA_0023,slaughterhouse,SH_PA_04,slaughter,44
TX00000881,2014,GTA_PA_0023,property,GTA_PA_0031,breeding,60
TX00000882,2014,GTA_PA_0023,property,GTA_PA_0031,other,2
TX00000883,2014,GTA_PA_0024,slaughterhouse,SH_PA_03,slaughter,141
TX00000884,2014,GTA_PA_0024,property,GTA_PA_0028,other,108
TX00000885,2014,GTA_PA_0025,slaughterhouse,SH_PA_01,slaughter,197
TX00000886,2014,GTA_PA_0025,slaughterhouse,SH_PA_02,slaughter,20
TX00000887,2014,GTA_PA_0025,property,GTA_PA_0029,fattening,20
TX00000888,2014,GTA_PA_0026,slaughterhouse,SH_PA_02,slaughter,177
TX00000889,2014,GTA_PA_0026,property,GTA_PA_0030,breeding,68
TX00000890,2014,GTA_PA_0027,property,GTA_PA_0031,other,86
TX00000891,2014,GTA_PA_0028,slaughterhouse,SH_PA_03,slaughter,104
TX00000892,2014,GTA_PA_0028,property,GTA_PA_0036,fattening,57
TX00000893,2014,GTA_PA_0029,slaughterhouse,SH_PA_01,slaughter,211
TX00000894,2014,GTA_PA_0029,slaughterhouse,SH_PA_02,slaughter,59
TX00000895,2014,GTA_PA_0029,property,GTA_PA_0033,breeding,18
TX00000896,2014,GTA_PA_0030,slaughterhouse,SH_PA_02,slaughter,164
TX00000897,2014,GTA_PA_0030,property,GTA_PA_0034,other,63
TX00000898,2014,GTA_PA_0031,slaughterhouse,SH_PA_03,slaughter,237
TX00000899,2014,GTA_PA_0031,slaughterhouse,SH_PA_04,slaughter,26
TX00000900,2014,GTA_PA_0031,property,GTA_PA_0035,fattening,30
TX00000901,2014,GTA_PA_0032,property,GTA_PA_0036,breeding,68
TX00000902,2014,GTA_PA_0033,slaughterhouse,SH_PA_01,slaughter,261
TX00000903,2014,GTA_PA_0033,slaughterhouse,SH_PA_02,slaughter,45
TX00000904,2014,GTA_PA_0033,property,GTA_PA_0041,other,29
TX00000905,2014,GTA_PA_0034,slaughterhouse,SH_PA_02,slaughter,274
TX00000906,2014,GTA_PA_0034,property,GTA_PA_0038,fattening,82
TX00000907,2014,GTA_PA_0034,property,GTA_PA_0038,other,4
TX00000908,2014,GTA_PA_0035,slaughterhouse,SH_PA_03,slaughter,260
TX00000909,2014,GTA_PA_0035,slaughterhouse,SH_PA_04,slaughter,22
TX00000910,2014,GTA_PA_0035,property,GTA_PA_0039,breeding,51
TX00000911,2014,GTA_PA_0036,slaughterhouse,SH_PA_04,slaughter,125
TX00000912,2014,GTA_PA_0036,property,GTA_PA_0040,other,24
TX00000913,2014,GTA_PA_0037,property,GTA_PA_0041,fattening,66
TX00000914,2014,GTA_PA_0038,slaughterhouse,SH_PA_01,slaughter,93
TX00000915,2014,GTA_PA_0038,property,GTA_PA_0046,breeding,71
TX00000916,2014,GTA_PA_0039,slaughterhouse,SH_PA_03,slaughter,200
TX00000917,2014,GTA_PA_0039,slaughterhouse,SH_PA_04,slaughter,23
TX00000918,2014,GTA_PA_0039,property,GTA_PA_0043,other,76
TX00000919,2014,GTA_PA_0040,slaughterhouse,SH_PA_04,slaughter,215
TX00000920,2014,GTA_PA_0040,property,GTA_PA_0044,fattening,36
TX00000921,2014,GTA_PA_0041,slaughterhouse,SH_PA_02,slaughter,183
TX00000922,2014,GTA_PA_0041,slaughterhouse,SH_PA_01,slaughter,45
TX00000923,2014,GTA_PA_0041,property,GTA_PA_0045,breeding,118
TX00000924,2014,GTA_PA_0042,property,GTA_PA_0046,other,115
TX00000925,2014,GTA_PA_0043,slaughterhouse,SH_PA_03,slaughter,245
TX00000926,2014,GTA_PA_0043,slaughterhouse,SH_PA_04,slaughter,44
TX00000927,2014,GTA_PA_0043,property,GTA_PA_0051,fattening,66
TX00000928,2014,GTA_PA_0044,slaughterhouse,SH_PA_04,slaughter,249
TX00000929,2014,GTA_PA_0044,property,GTA_PA_0048,breeding,19
TX00000930,2014,GTA_PA_0045,slaughterhouse,SH_PA_01,slaughter,114
TX00000931,2014,GTA_PA_0045,slaughterhouse,SH_PA_02,slaughter,23
TX00000932,2014,GTA_PA_0045,property,GTA_PA_0049,other,25
TX00000933,2014,GTA_PA_0045,property,GTA_PA_0049,other,14
TX00000934,2014,GTA_PA_0046,slaughterhouse,SH_PA_02,slaughter,199
TX00000935,2014,GTA_PA_0046,property,GTA_PA_0050,fattening,74
TX00000936,2014,GTA_PA_0047,property,GTA_PA_0051,breeding,30
TX00000937,2014,GTA_PA_0048,slaughterhouse,SH_PA_04,slaughter,177
TX00000938,2014,GTA_PA_0048,property,GTA_PA_0056,other,93
TX00000939,2014,GTA_PA_0049,slaughterhouse,SH_PA_01,slaughter,187
TX00000940,2014,GTA_PA_0049,slaughterhouse,SH_PA_02,slaughter,34
TX00000941,2014,GTA_PA_0049,property,GTA_PA_0053,fattening,74
TX00000942,2014,GTA_PA_0050,slaughterhouse,SH_PA_02,slaughter,198
TX00000943,2014,GTA_PA_0050,property,GTA_PA_0054,breeding,24
TX00000944,2014,GTA_PA_0051,slaughterhouse,SH_PA_03,slaughter,220
TX00000945,2014,GTA_PA_0051,slaughterhouse,SH_PA_04,slaughter,19
TX00000946,2014,GTA_PA_0051,property,GTA_PA_0055,other,82
TX00000947,2014,GTA_PA_0052,property,GTA_PA_0056,fattening,79
TX00000948,2014,GTA_PA_0053,slaughterhouse,SH_PA_01,slaughter,230
TX00000949,2014,GTA_PA_0053,slaughterhouse,SH_PA_02,slaughter,17
TX00000950,2014,GTA_PA_0053,property,GTA_PA_0061,breeding,58
TX00000951,2014,GTA_PA_0054,slaughterhouse,SH_PA_02,slaughter,163
TX00000952,2014,GTA_PA_0054,property,GTA_PA_0058,other,82
TX00000953,2014,GTA_PA_0055,slaughterhouse,SH_PA_03,slaughter,226
TX00000954,2014,GTA_PA_0055,slaughterhouse,SH_PA_04,slaughter,59
TX00000955,2014,GTA_PA_0055,property,GTA_PA_0059,fattening,37
TX00000956,2014,GTA_PA_0056,slaughterhouse,SH_PA_04,slaughter,212
TX00000957,2014,GTA_PA_0056,property,GTA_PA_0060,breeding,46
TX00000958,2014,GTA_PA_0056,property,GTA_PA_0060,other,13
TX00000959,2014,GTA_PA_0057,property,GTA_PA_0061,other,29
TX00000960,2014,GTA_PA_0058,slaughterhouse,SH_PA_02,slaughter,237
TX00000961,2014,GTA_PA_0058,property,GTA_PA_0066,fattening,25
TX00000962,2014,GTA_PA_0059,slaughterhouse,SH_PA_03,slaughter,202
TX00000963,2014,GTA_PA_0059,slaughterhouse,SH_PA_04,slaughter,17
TX00000964,2014,GTA_PA_0059,property,GTA_PA_0063,breeding,113
TX00000965,2014,GTA_PA_0060,slaughterhouse,SH_PA_04,slaughter,124
TX00000966,2014,GTA_PA_0060,property,GTA_PA_0064,other,57
TX00000967,2014,GTA_PA_0061,slaughterhouse,SH_PA_02,slaughter,166
TX00000968,2014,GTA_PA_0061,slaughterhouse,SH_PA_01,slaughter,33
TX00000969,2014,GTA_PA_0061,property,GTA_PA_0065,fattening,92
TX00000970,2014,GTA_PA_0062,property,GTA_PA_0066,breeding,104
TX00000971,2014,GTA_PA_0063,slaughterhouse,SH_PA_03,slaughter,127
TX00000972,2014,GTA_PA_0063,slaughterhouse,SH_PA_04,slaughter,24
TX00000973,2014,GTA_PA_0063,property,GTA_PA_0071,other,41
TX00000974,2014,GTA_PA_0064,slaughterhouse,SH_PA_04,slaughter,231
TX00000975,2014,GTA_PA_0064,property,GTA_PA_0068,fattening,44
TX00000976,2014,GTA_PA_0065,slaughterhouse,SH_PA_01,slaughter,212
TX00000977,2014,GTA_PA_0065,slaughterhouse,SH_PA_02,slaughter,58
TX00000978,2014,GTA_PA_0065,property,GTA_PA_0069,breeding,78
TX00000979,2014,GTA_PA_0066,slaughterhouse,SH_PA_02,slaughter,251
TX00000980,2014,GTA_PA_0066,property,GTA_PA_0070,other,43
TX00000981,2014,GTA_PA_0067,property,GTA_PA_0071,fattening,21
TX00000982,2014,GTA_PA_0067,property,GTA_PA_0071,other,1
TX00000983,2014,GTA_PA_0068,slaughterhouse,SH_PA_04,slaughter,216
TX00000984,2014,GTA_PA_0068,property,GTA_PA_0004,breeding,68
TX00000985,2014,GTA_PA_0069,slaughterhouse,SH_PA_01,slaughter,219
TX00000986,2014,GTA_PA_0069,slaughterhouse,SH_PA_02,slaughter,23
TX00000987,2014,GTA_PA_0069,property,GTA_PA_0001,other,34
TX00000988,2014,GTA_PA_0070,slaughterhouse,SH_PA_02,slaughter,177
TX00000989,2014,GTA_PA_0070,property,GTA_PA_0006,fattening,32
TX00000990,2014,GTA_PA_0071,slaughterhouse,SH_PA_03,slaughter,242
TX00000991,2014,GTA_PA_0071,slaughterhouse,SH_PA_04,slaughter,35
TX00000992,2014,GTA_PA_0071,property,GTA_PA_0003,breeding,83
TX00000993,2014,GTA_PA_0072,property,GTA_PA_0004,other,72
TX00000994,2015,GTA_RO_0001,property,GTA_RO_0005,fattening,50
TX00000995,2015,GTA_RO_0001,property,GTA_RO_0005,other,7
TX00000996,2015,GTA_RO_0002,slaughterhouse,SH_RO_02,slaughter,225
TX00000997,2015,GTA_RO_0002,property,GTA_RO_0010,breeding,122
TX00000998,2015,GTA_RO_0003,slaughterhouse,SH_RO_03,slaughter,197
TX00000999,2015,GTA_RO_0003,slaughterhouse,SH_RO_02,slaughter,28
TX00001000,2015,GTA_RO_0003,property,GTA_RO_0007,other,58
TX00001001,2015,GTA_RO_0004,slaughterhouse,SH_RO_03,slaughter,220
TX00001002,2015,GTA_RO_0004,property,GTA_RO_0008,fattening,73
TX00001003,2015,GTA_RO_0005,slaughterhouse,SH_RO_02,slaughter,196
TX00001004,2015,GTA_RO_0005,slaughterhouse,SH_RO_01,slaughter,16
TX00001005,2015,GTA_RO_0005,property,GTA_RO_0009,breeding,117
TX00001006,2015,GTA_RO_0006,property,GTA_RO_0010,other,49
TX00001007,2015,GTA_RO_0007,slaughterhouse,SH_RO_02,slaughter,170
TX00001008,2015,GTA_RO_0007,slaughterhouse,SH_RO_03,slaughter,41
TX00001009,2015,GTA_RO_0007,property,GTA_RO_0015,fattening,22
TX00001010,2015,GTA_RO_0008,slaughterhouse,SH_RO_04,slaughter,87
TX00001011,2015,GTA_RO_0008,property,GTA_RO_0012,breeding,49
TX00001012,2015,GTA_RO_0009,slaughterhouse,SH_RO_02,slaughter,154
TX00001013,2015,GTA_RO_0009,slaughterhouse,SH_RO_01,slaughter,23
TX00001014,2015,GTA_RO_0009,property,GTA_RO_0013,other,51
TX00001015,2015,GTA_RO_0010,slaughterhouse,SH_RO_02,slaughter,220
TX00001016,2015,GTA_RO_0010,property,GTA_RO_0014,fattening,101
TX00001017,2015,GTA_RO_0011,property,GTA_RO_0015,breeding,63
TX00001018,2015,GTA_RO_0012,slaughterhouse,SH_RO_04,slaughter,229
TX00001019,2015,GTA_RO_0012,property,GTA_RO_0020,other,81
TX00001020,2015,GTA_RO_0012,property,GTA_RO_0020,other,7
TX00001021,2015,GTA_RO_0013,slaughterhouse,SH_RO_01,slaughter,232
TX00001022,2015,GTA_RO_0013,slaughterhouse,SH_RO_02,slaughter,24
TX00001023,2015,GTA_RO_0013,property,GTA_RO_0017,fattening,62
TX00001024,2015,GTA_RO_0014,slaughterhouse,SH_RO_02,slaughter,255
TX00001025,2015,GTA_RO_0014,property,GTA_RO_0018,breeding,52
TX00001026,2015,GTA_RO_0015,slaughterhouse,SH_RO_04,slaughter,218
TX00001027,2015,GTA_RO_0015,slaughterhouse,SH_RO_03,slaughter,50
TX00001028,2015,GTA_RO_0015,property,GTA_RO_0019,other,97
TX00001029,2015,GTA_RO_0016,property,GTA_RO_0020,fattening,115
TX00001030,2015,GTA_RO_0017,slaughterhouse,SH_RO_02,slaughter,190
TX00001031,2015,GTA_RO_0017,slaughterhouse,SH_RO_03,slaughter,31
TX00001032,2015,GTA_RO_0017,property,GTA_RO_0025,breeding,66
TX00001033,2015,GTA_RO_0018,slaughterhouse,SH_RO_02,slaughter,173
TX00001034,2015,GTA_RO_0018,property,GTA_RO_0022,other,110
TX00001035,2015,GTA_RO_0019,slaughterhouse,SH_RO_03,slaughter,237
TX00001036,2015,GTA_RO_0019,slaughterhouse,SH_RO_04,slaughter,34
TX00001037,2015,GTA_RO_0019,property,GTA_RO_0023,fattening,52
TX00001038,2015,GTA_RO_0020,slaughterhouse,SH_RO_04,slaughter,206
TX00001039,2015,GTA_RO_0020,property,GTA_RO_0024,breeding,87
TX00001040,2015,GTA_RO_0021,property,GTA_RO_0025,other,46
TX00001041,2015,GTA_RO_0022,slaughterhouse,SH_RO_02,slaughter,172
TX00001042,2015,GTA_RO_0022,property,GTA_RO_0030,fattening,86
TX00001043,2015,GTA_RO_0023,slaughterhouse,SH_RO_03,slaughter,133
TX00001044,2015,GTA_RO_0023,slaughterhouse,SH_RO_04,slaughter,32
TX00001045,2015,GTA_RO_0023,property,GTA_RO_0027,breeding,119
TX00001046,2015,GTA_RO_0023,property,GTA_RO_0027,other,3
TX00001047,2015,GTA_RO_0024,slaughterhouse,SH_RO_03,slaughter,226
TX00001048,2015,GTA_RO_0024,property,GTA_RO_0028,other,81
TX00001049,2015,GTA_RO_0025,slaughterhouse,SH_RO_01,slaughter,167
TX00001050,2015,GTA_RO_0025,slaughterhouse,SH_RO_02,slaughter,16
TX00001051,2015,GTA_RO_0025,property,GTA_RO_0029,fattening,92
TX00001052,2015,GTA_RO_0026,property,GTA_RO_0030,breeding,117
TX00001053,2015,GTA_RO_0027,slaughterhouse,SH_RO_03,slaughter,217
TX00001054,2015,GTA_RO_0027,slaughterhouse,SH_RO_04,slaughter,27
TX00001055,2015,GTA_RO_0027,property,GTA_RO_0035,other,104
TX00001056,2015,GTA_RO_0028,slaughterhouse,SH_RO_03,slaughter,193
TX00001057,2015,GTA_RO_0028,property,GTA_RO_0032,fattening,88
TX00001058,2015,GTA_RO_0029,slaughterhouse,SH_RO_01,slaughter,182
TX00001059,2015,GTA_RO_0029,slaughterhouse,SH_RO_02,slaughter,56
TX00001060,2015,GTA_RO_0029,property,GTA_RO_0033,breeding,44
TX00001061,2015,GTA_RO_0030,slaughterhouse,SH_RO_02,slaughter,199
TX00001062,2015,GTA_RO_0030,property,GTA_RO_0034,other,97
TX00001063,2015,GTA_RO_0031,property,GTA_RO_0035,fattening,65
TX00001064,2015,GTA_RO_0032,slaughterhouse,SH_RO_03,slaughter,167
TX00001065,2015,GTA_RO_0032,property,GTA_RO_0040,breeding,41
TX00001066,2015,GTA_RO_0033,slaughterhouse,SH_RO_02,slaughter,201
TX00001067,2015,GTA_RO_0033,slaughterhouse,SH_RO_01,slaughter,37
TX00001068,2015,GTA_RO_0033,property,GTA_RO_0037,other,25
TX00001069,2015,GTA_RO_0034,slaughterhouse,SH_RO_04,slaughter,199
TX00001070,2015,GTA_RO_0034,property,GTA_RO_0038,fattening,79
TX00001071,2015,GTA_RO_0034,property,GTA_RO_0038,other,4
TX00001072,2015,GTA_RO_0035,slaughterhouse,SH_RO_03,slaughter,180
TX00001073,2015,GTA_RO_0035,slaughterhouse,SH_RO_04,slaughter,51
TX00001074,2015,GTA_RO_0035,property,GTA_RO_0039,breeding,84
TX00001075,2015,GTA_RO_0036,property,GTA_RO_0040,other,35
TX00001076,2015,GTA_RO_0037,slaughterhouse,SH_RO_01,slaughter,188
TX00001077,2015,GTA_RO_0037,slaughterhouse,SH_RO_02,slaughter,29
TX00001078,2015,GTA_RO_0037,property,GTA_RO_0045,fattening,57
TX00001079,2015,GTA_RO_0038,slaughterhouse,SH_RO_01,slaughter,247
